character_id_mal,character_id_anilist,name,alt_names,gender,species_tags,role,age,height_cm,popularity_mal_favorites,popularity_anilist_favorites,anime_id_mal,anime_id_anilist,anime_title,anime_year_start,universe,image_url,validated,sources
170329,138102,Yor Forger,Yor Briar (ヨル・ブライア); Thorn Princess (Ibara-hime‚ いばら姫); Yorticia; Tornprinsessa; ヨル・フォージャー,Female,Mensch; Assassine,Main,27,,11435,13224,50265,140960,Spy x Family,2022,Spy x Family,https://cdn.myanimelist.net/images/characters/11/457934.jpg,false,jikan; anilist
4604,4604,Nagisa Furukawa,古河渚,Female,Elf,Main,18-19,155,11324,3107,1723,1723,Clannad Movie,2007,Clannad Movie,https://cdn.myanimelist.net/images/characters/3/300961.jpg,false,jikan; anilist
161286,128106,Chizuru Ichinose,Chizuru Mizuhara (水原千鶴); 一ノ瀬ちづる,Female,Dämon; Elf,Main,19-,163,11274,6536,40839,113813,"Kanojo, Okarishimasu",2020,"Kanojo, Okarishimasu",https://cdn.myanimelist.net/images/characters/4/484261.jpg,false,jikan; anilist
48391,48391,Chitoge Kirisaki,Gorilla; Mistress; Honey; Half-san; Ojou-sama; 桐崎千棘,Female,,Main,15-18,160,11268,3648,18897,18897,Nisekoi,2014,Nisekoi,https://cdn.myanimelist.net/images/characters/7/241651.jpg,false,jikan; anilist
2535,2535,Minato Namikaze,Yondaime Hokage; Fourth Hokage; Konoha's Yellow Flash; 波風ミナト,Male,Dämon; Magier; Ninja,Supporting,24,,11205,5385,20,20,Naruto,2002,Naruto,https://cdn.myanimelist.net/images/characters/14/128074.jpg,false,jikan; anilist
1795,1795,Motoko Kusanagi,Major; 草薙素子,Female,Android/Cyborg; Troll; Magier,Main,,168,11203,2908,43,21056,Koukaku Kidoutai,2015,Koukaku Kidoutai,https://cdn.myanimelist.net/images/characters/2/314931.jpg,false,jikan; anilist
117223,89362,Aqua,アクア,Female,Dämon; Gott; Priester/Heiler,Main,,158,11132,7688,30831,21202,Kono Subarashii Sekai ni Shukufuku wo!,2016,Kono Subarashii Sekai ni Shukufuku wo!,https://cdn.myanimelist.net/images/characters/14/282523.jpg,false,jikan; anilist
22055,22055,Tsubasa Hanekawa,Class Rep-chan; 羽川翼,Female,,Main,17-18,158,11104,7154,5081,5081,Bakemonogatari,2009,Bakemonogatari,https://cdn.myanimelist.net/images/characters/3/288080.jpg,false,jikan; anilist
71267,71267,Kenma Kozume,Kyanma; Nekoma's Brain; Pudding Head; Kodzuken; Kenken; 孤爪研磨,Male,,Supporting,16-17,,11089,8550,20583,20464,Haikyuu!!,2014,Haikyuu!!,https://cdn.myanimelist.net/images/characters/10/417885.jpg,false,jikan; anilist
139,139,Allen Walker,Crown Clown; God's Joker; Bean Sprout; Short Stack; Destroyer of Time; アレン・ウォーカー,Male,Dämon; Gott; Elf; Ork,Main,15,168,11056,2639,1482,1482,D.Gray-man,2006,D.Gray-man,https://cdn.myanimelist.net/images/characters/9/72171.jpg,false,jikan; anilist
5627,5627,Brook,Dead Bones; Soul King; Satan-sama; Boneland; Honekichi; Bonekichi; The Starving Skeleton; Humming Brook; ブルック,Male,Skelett; Pirat,Main,88-,66,10970,4568,21,21,One Piece,1999,One Piece,https://cdn.myanimelist.net/images/characters/10/161005.jpg,false,jikan; anilist
13917,13917,Accelerator,Ippou Tsuukou (一方通行); Yuriko Suzushina (鈴科百合子); アクセラレータ,Male,Dämon; Drache,Supporting,15-16,168,10928,3046,4654,4654,Toaru Majutsu no Index,2008,Toaru Majutsu no Index,https://cdn.myanimelist.net/images/characters/8/569601.jpg,false,jikan; anilist
90181,88748,Megumi Katou,Megumi Kano; Meguri; 加藤恵,Female,,Main,16,160,10792,3522,23277,20657,Saenai Heroine no Sodatekata,2015,Saenai Heroine no Sodatekata,https://cdn.myanimelist.net/images/characters/6/326632.jpg,false,jikan; anilist
45887,45887,Sasha Blouse,Sasha Braus; Imo Onna (芋女); Potato Girl; サシャ・ブラウス,Female,,Supporting,16-,168,10675,6725,16498,16498,Shingeki no Kyojin,2013,Shingeki no Kyojin,https://cdn.myanimelist.net/images/characters/6/251937.jpg,false,jikan; anilist
175294,145341,Manjirou Sano,Mikey; マイキー; Invincible Mikey; Shrimp; Michael; 佐野万次郎,Male,Elf,Main,15-,162,10638,9039,42249,120120,Tokyo Revengers,2021,Tokyo Revengers,https://cdn.myanimelist.net/images/characters/4/514406.jpg,false,jikan; anilist
252,66171,Kyon,Kyon-Kyon; Kyo-chan; Honey-san; Ice Queen; Hannya; 堀京子,Female,Alien,Main,17,170,10622,10852,849,849,Suzumiya Haruhi no Yuuutsu,2006,Suzumiya Haruhi no Yuuutsu,https://cdn.myanimelist.net/images/characters/13/75369.jpg,false,jikan; anilist
164472,133700,Nobara Kugisaki,釘崎野薔薇,Female,Elf,Main,16,160,10549,12510,40748,113415,Jujutsu Kaisen,2020,Jujutsu Kaisen,https://cdn.myanimelist.net/images/characters/12/422313.jpg,false,jikan; anilist
111245,88348,Rudeus Greyrat,Rudy; Quagmire; Doronuma (泥沼); Kennel Master; Shadow Moon Knight; ルーデウス・グレイラット,Male,,Main,"34 (previous life), 23 (current)",,10547,7451,39535,108465,Mushoku Tensei: Isekai Ittara Honki Dasu,2021,Mushoku Tensei: Isekai Ittara Honki Dasu,https://cdn.myanimelist.net/images/characters/2/423667.jpg,false,jikan; anilist
13085,13085,Jousuke Higashikata,JoJo; Josuke Higashikata; 東方仗助,Male,Dämon; Magier,Main,16,180,10540,7666,31933,21450,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,2016,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://cdn.myanimelist.net/images/characters/7/301871.jpg,false,jikan; anilist
58,58,Chrollo Lucilfer,Kuroro Rushirufuru; Danchou; Quwrof Wrlccywrlir; クロロ・ルシルフル,Male,Jäger,Supporting,26,177,10508,7942,136,136,Hunter x Hunter,1999,Hunter x Hunter,https://cdn.myanimelist.net/images/characters/4/182387.jpg,false,jikan; anilist
3096,3096,Wolfgang Grimmer,Neumeier (ノイマイヤー); ヴォルフガング・グリマー,Male,,Supporting,,,10500,5985,19,124756,Monster,2019,Monster,https://cdn.myanimelist.net/images/characters/15/27826.jpg,false,jikan; anilist
68315,68315,Shinya Kougami,Kou; 狡噛慎也,Male,Ork,Main,28,,10483,3793,13601,13601,Psycho-Pass,2012,Psycho-Pass,https://cdn.myanimelist.net/images/characters/10/458989.jpg,false,jikan; anilist
136728,120974,Kanna Kamui,Kanna Kobayashi (小林カンナ); カンナカムイ,Female,Drache,Main,,,10482,5550,33206,21776,Kobayashi-san Chi no Maid Dragon,2017,Kobayashi-san Chi no Maid Dragon,https://cdn.myanimelist.net/images/characters/2/322173.jpg,false,jikan; anilist
19492,19492,Johnny Joestar,Joe Kid; JoJo; ジョニィ・ジョースター,Male,,Main,19,,10429,6624,61469,,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,https://cdn.myanimelist.net/images/characters/14/362643.jpg,false,jikan; anilist
40197,40197,Himeko Inaba,Inaban; Dereban; 稲葉姫子,Female,,Main,,,10401,2180,11887,11887,Kokoro Connect,2012,Kokoro Connect,https://cdn.myanimelist.net/images/characters/12/172239.jpg,false,jikan; anilist
112893,88889,Raphtalia,ラフタリア,Female,Mensch,Main,"10 (mentally), 18 (biologically)",168,10354,6562,35790,99263,Tate no Yuusha no Nariagari,2019,Tate no Yuusha no Nariagari,https://cdn.myanimelist.net/images/characters/6/374252.jpg,false,jikan; anilist
140060,122445,Nanachi,ナナチ,,Dämon; Elf; Priester/Heiler,Supporting,,,10351,5575,34599,97986,Made in Abyss,2017,Made in Abyss,https://cdn.myanimelist.net/images/characters/10/350283.jpg,false,jikan; anilist
13783,13783,Takashi Natsume,Nutmeg; 夏目貴志,Male,Dämon; Yokai/Geist; Elf; Ork,Main,15,167,10302,3092,4081,188619,Natsume Yuujinchou,2021,Natsume Yuujinchou,https://cdn.myanimelist.net/images/characters/6/160755.jpg,false,jikan; anilist
3105,3105,Shiki Ryougi,両儀式,Female,Elf,Main,16-19,160,10201,4177,2593,,Kara no Kyoukai Movie 1: Fukan Fuukei,,Kara no Kyoukai Movie 1: Fukan Fuukei,https://cdn.myanimelist.net/images/characters/8/79870.jpg,false,jikan; anilist
122211,88951,Nao Tomori,友利奈緒,Female,Elf,Main,15,,10145,5164,28999,20997,Charlotte,2015,Charlotte,https://cdn.myanimelist.net/images/characters/10/288020.jpg,false,jikan; anilist
2087,2514,Archer,Archer; King of Heroes; King of Kings; Golden King; King of Babylon; Oldest King; AUO; Gil-kun; ギルガメッシュ,Male,Bogenschütze/Waldläufer,Main,,187,10126,6965,356,356,Fate/stay night,2006,Fate/stay night,https://cdn.myanimelist.net/images/characters/6/502858.jpg,false,jikan; anilist
132959,89853,Chuuya Nakahara,Slug; Mr. Fancy Hat; Hat Rack; Snail; Ability User A5158; 中原中也,Male,,Supporting,22,160,10116,6123,31478,21311,Bungou Stray Dogs,2016,Bungou Stray Dogs,https://cdn.myanimelist.net/images/characters/16/305870.jpg,false,jikan; anilist
69725,69725,Shougo Makishima,槙島聖護,Male,Mensch; Engel,Main,,,10104,2908,13601,13601,Psycho-Pass,2012,Psycho-Pass,https://cdn.myanimelist.net/images/characters/13/192519.jpg,false,jikan; anilist
67329,67329,Kei Tsukishima,Tsukki; Four-eyes; 月島蛍,Male,Yokai/Geist,Supporting,15-,,10018,7014,20583,20464,Haikyuu!!,2014,Haikyuu!!,https://cdn.myanimelist.net/images/characters/14/417859.jpg,false,jikan; anilist
19,19,Tamaki Suou,Tamaki Suoh; Tama-chan; Daddy; The Host Club King; Lonesome Prince; Lord; Boss; Milord; 須王環,Male,,Main,17-19,183,9955,3980,853,853,Ouran Koukou Host Club,2006,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/3/48467.jpg,false,jikan; anilist
117921,89224,All Might,All Might; Toshi; Might; Symbol of Peace; Mighty Boy; 八木俊典,Male,Mensch,Main,,220,9932,5429,31964,21459,Boku no Hero Academia,2016,Boku no Hero Academia,https://cdn.myanimelist.net/images/characters/14/310613.jpg,false,jikan; anilist
21044,21044,Rei Kiriyama,Zero; Rookie King; 桐山零,Male,Dämon,Main,17-,,9749,6129,31646,21366,3-gatsu no Lion,2016,3-gatsu no Lion,https://cdn.myanimelist.net/images/characters/14/320199.jpg,false,jikan; anilist
1081,1081,Ulquiorra Cifer,Schiffer; ウルキオラ・シファ,Male,Mensch; Dämon; Elf; Riese,Supporting,,169,9739,3758,269,269,Bleach,2004,Bleach,https://cdn.myanimelist.net/images/characters/7/529323.jpg,false,jikan; anilist
43280,43280,Inori Yuzuriha,Egoist; Inorin; 楪いのり,Female,Dämon; Elf; Ork,Main,16,166,9730,2116,10793,10793,Guilty Crown,2011,Guilty Crown,https://cdn.myanimelist.net/images/characters/10/139621.jpg,false,jikan; anilist
18769,18769,Tetsuya Kuroko,The Phantom Sixth Member; Tetsu; Kurokocchi; Kuro-chin; 黒子テツヤ,Male,Elf,Main,16,168,9709,3517,11771,11771,Kuroko no Basket,2012,Kuroko no Basket,https://cdn.myanimelist.net/images/characters/3/258381.jpg,false,jikan; anilist
6,6,Rukia Kuchiki,朽木ルキア,Female,Mensch; Yokai/Geist; Elf; Magier,Main,,144,9674,5885,269,269,Bleach,2004,Bleach,https://cdn.myanimelist.net/images/characters/2/78215.jpg,false,jikan; anilist
72921,72921,Meliodas,Dragon's Sin of Wrath; Captain; メリオダス,Male,Dämon; Drache,Main,,152,9659,3988,23755,154174,Nanatsu no Taizai,2019,Nanatsu no Taizai,https://cdn.myanimelist.net/images/characters/2/255447.jpg,false,jikan; anilist
46484,46484,Reiner Braun,ライナー・ブラウン,Male,,Supporting,17-,185,9619,6504,16498,16498,Shingeki no Kyojin,2013,Shingeki no Kyojin,https://cdn.myanimelist.net/images/characters/16/206489.jpg,false,jikan; anilist
112891,88817,Naofumi Iwatani,Shield Hero; Saint Merchant; Shield Demon King; Grand Duke; 岩谷尚文,Male,Mensch; Dämon,Main,20,,9593,5575,35790,99263,Tate no Yuusha no Nariagari,2019,Tate no Yuusha no Nariagari,https://cdn.myanimelist.net/images/characters/6/266009.jpg,false,jikan; anilist
141790,121956,Shouko Komi,Comi; Shoko; show.komi-1224; Goddess; Princess Komilia; Commu-Master; Komyu; Komi-cat; Shokotaso; Silent Killer; Shaa; 古見硝子,Female,Elf,Main,15-,168,9576,7802,48926,133965,"Komi-san wa, Comyushou desu.",2021,"Komi-san wa, Comyushou desu.",https://cdn.myanimelist.net/images/characters/5/354941.jpg,false,jikan; anilist
160102,,Hanako-kun,,,Yokai/Geist; Ork,Main,,150,9505,,39534,108463,Jibaku Shounen Hanako-kun,2020,Jibaku Shounen Hanako-kun,https://cdn.myanimelist.net/images/characters/10/353619.jpg,false,jikan
2,2,Faye Valentine,Poker Alice; Queen of Hearts; Romani; フェイ・バレンタイン,Female,Elf,Main,"23 (Physical), 77 (Actual)",,9492,6046,1,1,Cowboy Bebop,1998,Cowboy Bebop,https://cdn.myanimelist.net/images/characters/15/264961.jpg,false,jikan; anilist
111341,88350,Roxy Migurdia,ロキシー・ミグルディア,Female,Magier,Main,,,9486,10610,39535,108465,Mushoku Tensei: Isekai Ittara Honki Dasu,2021,Mushoku Tensei: Isekai Ittara Honki Dasu,https://cdn.myanimelist.net/images/characters/16/552605.jpg,false,jikan; anilist
170735,137081,Aki Hayakawa,Topknot; 早川アキ,Male,Jäger,Main,,,9484,12280,44511,127230,Chainsaw Man,2022,Chainsaw Man,https://cdn.myanimelist.net/images/characters/13/395003.jpg,false,jikan; anilist
245,245,Toushirou Hitsugaya,Shiro-chan (シロちゃん); Lil' Shiro; 日番谷冬獅郎,Male,,Supporting,,133,9482,3276,269,269,Bleach,2004,Bleach,https://cdn.myanimelist.net/images/characters/11/36579.jpg,false,jikan; anilist
36820,36820,Daiki Aomine,Mine-chin; Aominecchi; Dai-chan; Ahomine; 青峰大輝,Male,Dämon; Elf,Supporting,16,192,9423,3717,11771,11771,Kuroko no Basket,2012,Kuroko no Basket,https://cdn.myanimelist.net/images/characters/9/246745.jpg,false,jikan; anilist
55147,55147,Shino Asada,Sinon (シノン); Hecate; 朝田詩乃,Female,,Main,16-17,161,9331,4462,21881,20594,Sword Art Online II,2014,Sword Art Online II,https://cdn.myanimelist.net/images/characters/10/235939.jpg,false,jikan; anilist
3180,3180,Pain,Kono Yo no Kyuuseishu (この世の救世主); Saviour of this World; Yogen no Ko (予言の子); Child of the Prophecy; Sanninme no Rikudou (三人目の六道); Third Six Paths; Kami (神); God; ペイン,Male,,Supporting,,,9313,4608,20,20,Naruto,2002,Naruto,https://cdn.myanimelist.net/images/characters/8/73473.jpg,false,jikan; anilist
171572,136837,Cid Kagenou,Shadow; Minoru Kagenou (影野ミノル); Stylish Boukan Slayer (Stylish Thug Slayer); Fido; Pooch; Jimina Seinen (地味な青年); Mundane Mann; Stylish Touzoku Slayer (Stylish Bandit Slayer); シド・カゲノー,Male,Dämon,Main,15-,,9278,6171,48316,130298,Kage no Jitsuryokusha ni Naritakute!,2022,Kage no Jitsuryokusha ni Naritakute!,https://cdn.myanimelist.net/images/characters/7/461218.jpg,false,jikan; anilist
1261,1261,Kaworu Nagisa,Kaoru; Tabris; 渚カヲル,Male,Engel,Supporting,15,175,9266,4685,30,30,Shinseiki Evangelion,1995,Shinseiki Evangelion,https://cdn.myanimelist.net/images/characters/3/175413.jpg,false,jikan; anilist
67069,67069,Yui Yuigahama,Gahama-chan; 由比ヶ浜結衣,Female,,Main,16-17,,9222,5992,14813,21769,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,2016,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://cdn.myanimelist.net/images/characters/2/332632.jpg,false,jikan; anilist
50057,50057,Tomoko Kuroki,Mokocchi; Kuro; 黒木智子,Female,Dämon,Main,15-16,147,9220,2797,16742,16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,2013,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,https://cdn.myanimelist.net/images/characters/15/212635.jpg,false,jikan; anilist
43815,43815,Hak Son,Thunder Beast; Dark Dragon; Darkness Dragon; Black Dragon; ハク,Male,Mensch,Main,18,188,9215,4911,25013,20770,Akatsuki no Yona,2014,Akatsuki no Yona,https://cdn.myanimelist.net/images/characters/13/263171.jpg,false,jikan; anilist
1533,1533,Kotarou Katsura,Zura; Fruit Punch Samurai; Zurako; Captain Katsura; Katsuo; ObaZ; 桂小太郎,Male,Elf; Pirat,Supporting,,175,9175,3985,918,918,Gintama,2006,Gintama,https://cdn.myanimelist.net/images/characters/11/30271.jpg,false,jikan; anilist
249,249,Yuki Nagato,Nagatocchi; 長門有希,Female,,Main,15-17,154,9121,2500,849,849,Suzumiya Haruhi no Yuuutsu,2006,Suzumiya Haruhi no Yuuutsu,https://cdn.myanimelist.net/images/characters/11/319309.jpg,false,jikan; anilist
17706,17706,Punpun Onodera,Punpun Punyama (プン山プンプン); Ono-D; Takashi Fujikawa; 小野寺プンプン,Male,Ork,,11-22,,9049,5095,,,,,,https://cdn.myanimelist.net/images/characters/12/333827.jpg,false,jikan; anilist
2780,2780,Wen-li Yang,楊威利; 楊文里; Wen-li Yang; Miracle Yang; Magician Yang; The Hero of El Facil; ヤン・ウェンリー,Male,Magier,Main,,,9039,2868,820,820,Ginga Eiyuu Densetsu,1988,Ginga Eiyuu Densetsu,https://cdn.myanimelist.net/images/characters/16/342236.jpg,false,jikan; anilist
150823,141060,Shinei Nouzen,Shin; Reaper; Undertaker; シンエイ・ノウゼン,Male,,Main,16-,,9039,6908,41457,116589,86,2021,86,https://cdn.myanimelist.net/images/characters/13/481806.jpg,false,jikan; anilist
55133,55133,Eru Chitanda,Chi-chan; Chitandael; 千反田える,Female,,Main,16,160,9005,4433,12189,12189,Hyouka,2012,Hyouka,https://cdn.myanimelist.net/images/characters/11/514101.jpg,false,jikan; anilist
164482,134167,Maki Zenin,Miss Zenin; 禪院真希,Female,Ork; Magier,Supporting,16,,8791,10759,40748,113415,Jujutsu Kaisen,2020,Jujutsu Kaisen,https://cdn.myanimelist.net/images/characters/3/440469.jpg,false,jikan; anilist
81751,81751,Mirai Kuriyama,くりやまみらい; 栗山未来,Female,Yokai/Geist; Krieger,Main,14-15,152,8671,3102,17813,17813,Kyoto Animation: Megane-hen,2012,Kyoto Animation: Megane-hen,https://cdn.myanimelist.net/images/characters/16/222699.jpg,false,jikan; anilist
2910,,Obito Uchiha,,,Magier; Ninja,Supporting,,,8666,,1735,1735,Naruto: Shippuuden,2007,Naruto: Shippuuden,https://cdn.myanimelist.net/images/characters/8/70596.jpg,false,jikan
37832,37832,Madoka Kaname,鹿目まどか,Female,Elf,Main,14,152,8637,4261,9756,9756,Mahou Shoujo Madoka★Magica,2011,Mahou Shoujo Madoka★Magica,https://cdn.myanimelist.net/images/characters/6/139487.jpg,false,jikan; anilist
116275,89122,Albedo,アルベド,Female,Engel; Gott,Supporting,,,8594,5511,29803,20832,Overlord,2015,Overlord,https://cdn.myanimelist.net/images/characters/14/578183.jpg,false,jikan; anilist
310,310,Hanamichi Sakuragi,Tensai Baskettoman; The Rebound King; Basket Genius; 桜木花道,Male,Dämon; Elf; Ork,Main,,,8553,4237,170,170,Slam Dunk,1993,Slam Dunk,https://cdn.myanimelist.net/images/characters/7/314546.jpg,false,jikan; anilist
15,15,Ippo Makunouchi,The Wind God; Big-Mara Ippo; 幕之内一歩,Male,Dämon; Elf; Krieger,Main,16-,164,8551,3312,263,19647,Hajime no Ippo,2013,Hajime no Ippo,https://cdn.myanimelist.net/images/characters/9/315769.jpg,false,jikan; anilist
55743,55743,Tatsuya Shiba,Onii-sama; Ooguro Ryuuya; 司波達也,Male,,Main,15-21,178,8535,2335,20785,20458,Mahouka Koukou no Rettousei,2014,Mahouka Koukou no Rettousei,https://cdn.myanimelist.net/images/characters/16/236781.jpg,false,jikan; anilist
69407,69407,Kousei Arima,Human Metronome; 有馬公生,Male,,Main,14-15,,8513,4120,23273,20665,Shigatsu wa Kimi no Uso,2014,Shigatsu wa Kimi no Uso,https://cdn.myanimelist.net/images/characters/4/273755.jpg,false,jikan; anilist
5578,5578,Kaiji Itou,伊藤開司,Male,Elf,Main,21-,,8481,3051,3002,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,2007,Gyakkyou Burai Kaiji: Ultimate Survivor,https://cdn.myanimelist.net/images/characters/13/29010.jpg,false,jikan; anilist
43814,43814,Yona,ヨナ,Female,Mensch,Main,16-,157,8415,4748,25013,20770,Akatsuki no Yona,2014,Akatsuki no Yona,https://cdn.myanimelist.net/images/characters/13/325018.jpg,false,jikan; anilist
188038,188783,Kana Arima,有馬かな,Female,Elf; Magier,Main,17-,,8388,10747,52034,150672,[Oshi no Ko],2023,[Oshi no Ko],https://cdn.myanimelist.net/images/characters/6/503733.jpg,false,jikan; anilist
11222,11222,Jolyne Kuujou,JoJo; Jolyne Cujoh; Chorokichi; 空条徐倫,Female,Dämon; Elf,Main,19,,8324,7263,48661,,JoJo no Kimyou na Bouken Part 6: Stone Ocean,,JoJo no Kimyou na Bouken Part 6: Stone Ocean,https://cdn.myanimelist.net/images/characters/8/476401.jpg,false,jikan; anilist
16021,16021,Rider,Rider (ライダー); Alexander the Great; King of Conquerors; イスカンダル,Male,Elf; Troll,Supporting,,212,8317,3287,10087,10087,Fate/Zero,2011,Fate/Zero,https://cdn.myanimelist.net/images/characters/9/142869.jpg,false,jikan; anilist
729,729,Yuusuke Urameshi,Yusuke Urameshi; 浦飯幽助,Male,Krieger,Main,14-18,,8304,3638,392,392,Yuu☆Yuu☆Hakusho,1992,Yuu☆Yuu☆Hakusho,https://cdn.myanimelist.net/images/characters/3/130535.jpg,false,jikan; anilist
6977,6977,Sawako Kuronuma,Sadako; 黒沼爽子,Female,,Main,15-18,158,8278,4183,6045,6045,Kimi ni Todoke,2009,Kimi ni Todoke,https://cdn.myanimelist.net/images/characters/11/597997.jpg,false,jikan; anilist
2650,2650,Toushirou Hijikata,Mayora; Demonic Vice-Commander; Mayonnaise Lover 13; Mayo 13; Toushi; Thorny; 土方十四郎,Male,Mensch; Dämon; Ork,Supporting,27,177,8275,3403,918,918,Gintama,2006,Gintama,https://cdn.myanimelist.net/images/characters/7/73155.jpg,false,jikan; anilist
136685,121101,Miyuki Shirogane,Kaichou (会長); Prez; Myuu; 白銀御行,Male,Elf,Main,17,,8222,8481,37999,112641,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2020,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://cdn.myanimelist.net/images/characters/16/371541.jpg,false,jikan; anilist
144919,121724,Ray,Sleepy Cyclops; レイ,Male,,Main,11,150,8213,8453,37779,101759,Yakusoku no Neverland,2019,Yakusoku no Neverland,https://cdn.myanimelist.net/images/characters/16/360042.jpg,false,jikan; anilist
132504,89201,Ranpo Edogawa,Rampo; 江戸川乱歩,Male,,Supporting,26,168,8155,6614,31478,21311,Bungou Stray Dogs,2016,Bungou Stray Dogs,https://cdn.myanimelist.net/images/characters/5/303819.jpg,false,jikan; anilist
204621,260329,Chisato Nishikigi,錦木千束,Female,Elf,Main,17,,8108,6647,50709,143270,Lycoris Recoil,2022,Lycoris Recoil,https://cdn.myanimelist.net/images/characters/5/486674.jpg,false,jikan; anilist
151138,125168,Legoshi,Legosi; Wolf boy; Eyebrows; Sad Brows; Mr. Wolf; Degoshi; レゴシ,Male,Elf,Main,17-19,185,8106,6003,39195,107660,Beastars,2019,Beastars,https://cdn.myanimelist.net/images/characters/16/402912.jpg,false,jikan; anilist
5186,5186,Lucy Heartfilia,Luigi; Lu-chan; Blondie; ルーシィ・ハートフィリア,Female,Yokai/Geist; Ork; Fee; Magier,Main,17-19,165,8088,4044,6702,6702,Fairy Tail,2009,Fairy Tail,https://cdn.myanimelist.net/images/characters/7/67774.jpg,false,jikan; anilist
65645,65645,Nagisa Shiota,Androgynous; Gender; The Grim Reaper in Camo; 潮田渚,Male,Assassine,Main,,159,8044,6232,19759,19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,2013,Ansatsu Kyoushitsu: Jump Festa 2013 Special,https://cdn.myanimelist.net/images/characters/7/303282.jpg,false,jikan; anilist
164478,157115,Toge Inumaki,狗巻棘,Male,,Supporting,17,,7991,8726,40748,113415,Jujutsu Kaisen,2020,Jujutsu Kaisen,https://cdn.myanimelist.net/images/characters/4/521636.jpg,false,jikan; anilist
112889,89277,Garou,Garo; Human Monster; Hero Hunter; Wolf Man; ガロウ,Male,Mensch,Supporting,18,177,7931,6013,30276,21087,One Punch Man,2015,One Punch Man,https://cdn.myanimelist.net/images/characters/9/381817.jpg,false,jikan; anilist
95985,90202,Escanor,Lion's Sin of Pride; Master of the Sun; Thin Moustache; エスカノール,Male,Mensch,Supporting,41,165-325,7902,3521,31722,21385,Nanatsu no Taizai: Seisen no Shirushi,2016,Nanatsu no Taizai: Seisen no Shirushi,https://cdn.myanimelist.net/images/characters/14/372194.jpg,false,jikan; anilist
117915,89225,Shouta Aizawa,Shota Aizawa; Eraser Head; Erasure Hero; Eraser; 相澤消太,Male,,Supporting,30-,183,7892,7298,31964,21459,Boku no Hero Academia,2016,Boku no Hero Academia,https://cdn.myanimelist.net/images/characters/8/301855.jpg,false,jikan; anilist
87287,87287,Mikaela Hyakuya,Mika; 百夜ミカエラ,Male,Engel,Main,,173,7849,4444,26243,20829,Owari no Seraph,2015,Owari no Seraph,https://cdn.myanimelist.net/images/characters/16/282380.jpg,false,jikan; anilist
161471,126375,Itsuki Nakano,いつき; 中野五月,Female,Elf,Main,17-23,159,7838,15246,38101,103572,5-toubun no Hanayome,2019,5-toubun no Hanayome,https://cdn.myanimelist.net/images/characters/5/437010.jpg,false,jikan; anilist
50387,50387,Issei Hyoudou,Breast Dragon Emperor; Red Dragon Emperor ; 兵藤一誠,Male,Mensch; Engel; Elf; Drache,Main,,170,7792,1782,11617,11617,High School DxD,2012,High School DxD,https://cdn.myanimelist.net/images/characters/4/211641.jpg,false,jikan; anilist
52723,52723,Kosaki Onodera,Dera-chan; Onee-chan; 小野寺小咲 ,Female,Dämon,Main,15-17,157,7749,5279,18897,18897,Nisekoi,2014,Nisekoi,https://cdn.myanimelist.net/images/characters/9/241653.jpg,false,jikan; anilist
12659,12659,Rohan Kishibe,岸辺露伴,Male,Dämon; Pirat,Main,20-27,,7744,6305,31933,21450,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,2016,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://cdn.myanimelist.net/images/characters/16/133163.jpg,false,jikan; anilist
10529,10529,Giorno Giovanna,GioGio; Haruno Shiobana; ジョルノ・ジョバァーナ,Male,,Main,15-26,,7738,6087,37991,,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://cdn.myanimelist.net/images/characters/13/361193.jpg,false,jikan; anilist
188037,172759,Ai Hoshino,星野アイ,Female,,Main,16-,151,7736,5773,52034,150672,[Oshi no Ko],2023,[Oshi no Ko],https://cdn.myanimelist.net/images/characters/6/496453.jpg,false,jikan; anilist
137467,121514,Mitsuha Miyamizu,宮水三葉,Female,,Main,17,,7716,4138,32281,21519,Kimi no Na wa.,2016,Kimi no Na wa.,https://cdn.myanimelist.net/images/characters/5/336342.jpg,false,jikan; anilist
83017,83017,Shinoa Hiiragi,柊シノア,Female,Dämon; Engel,Main,,150,7680,4873,26243,20829,Owari no Seraph,2015,Owari no Seraph,https://cdn.myanimelist.net/images/characters/6/285968.jpg,false,jikan; anilist
